,text
6429,@kumagai_chiba 災害大国を自負する我が国ではあるが、市民の災害への意識は現実的な危機意識は皆無と言って良いかも知れない まず災害大国の市民として認識しなければならないことは、それぞれの災害を理解し、恐怖を感じる事だろう 危機意識はそこからこそ芽生える 人間は自然には叶わない 行政には限界がある
6432,@mad_yama69 狂化テロやっ！
6435,@ukobotimik そうー。 ドライブレコーダーやっぱいるんだね。 姉夫婦が後ろ追突されてから前後つけてるんだけど、やっぱ後のことを考えると必要だよね🤔
6436,@corotium8 酸味が強いと喉を負傷するかもしれぬ？
6437,@ryoheiheisuzuki 今夜も楽しみです！ 警察官姿の亮平さんカッコいい😍✨✨
6438,@kuumindesu 酷い親ですね。。 下のマットも小さいですし頭打ったら大事故に繋がりかねません。スタッフが1人か2人監視役でいるはずですが、いらっしゃらなかったんですか？
6447,@daitojimari #コロナウイルス　#武漢肺炎　｢平時」と「有事」では指揮官の在り方は違う。今は「有事」だ。「平時」は根回しでも良いが、「有事」はトップダウンでないと時機を失し大災害をもたらす。これは危機管理の鉄則と思います。（佐々淳行　著「有事の指揮官、平時の指揮官」）
6450,@PositiveSalon @XXw8tsdipHw7Yy4 赤ちゃんいっぱい…疲れる😣💦⤵  集団ストーカーもそれだね
6452,@kawasami お仕事5番勝負に繋がらない戦闘が無意味過ぎて萎えますね。 1000％社長はヒューマギアが暴走するようにした上で破壊してるから、自己満足度高めてるだけ。 或斗はKYサイコパスに成り下がっててヒーロー感0％
6455,@bakanda_peer 初期は緑仙にべったりだったなあ 距離感間違えてストーカーみたいになってた
6456,"AI崩壊 (@ MOVIX さいたま in さいたま市, 埼玉県) https://t.co/7jmuO04mIn"
6458,@sentakuisan シャア専用ザクなぜ赤い(濃いピンク)か、 当時サンライズでは、ピンクのインクがバカみたいに残ってたので、ザクの色をピンクにした、ちなみに爆発カラーもピンクなのはこのせい。 ガンダムもなぜ赤、白、青のトリコロールかと言われると、子ども向けに(戦争アニメは子ども受けしないとみて)したから
6459,@kanegayamtsukyo @YahooNewsTopics 「日本会議ガー」、「安倍政権ガー」と言っていれば野党の支持率が上がると思ってるの？ 緊急時の対応策を提案して何が悪い。 残念ながら、幼稚園児のように騒乱していても大衆は相手にしないよ。
6463,@NLp2kTCIJ7Lr5nN 「？！」声にならない声が部屋に響き、破裂しそうになる心臓を押さえながら壁際へ退避しようとする🌼さん。然し腕にはリボンの様な何かが巻きついて離さない。自分を心配そうに見つめる其の顔を見ている内に不思議と動悸は落ち着き、飼っていたイーブイが進化した事を漸く認識できたのだった。
6464,【絶体絶命都市2】殺人鬼が災害から逃げ惑うカオスゲー【にじさんじ/月ノ美兎】 https://t.co/wQcBzZN0jl @YouTubeより
6466,@kuro_chro マジで凄いw もやし事件もっと炎上してもいいのに
6467,@_3x23 姉貴がメラメラ燃えている  身体もメラメラ 心はズタズタ(byノッブ)  幾度の嫌がらせの末に謀反(by明智)  ただの一度も躊躇いはせず ただの一度も許しはしない(by明智)  殿様が寺にひとり 寺の坊主と茶を嗜む(史実)  ならばこの好機を逃す理由は要らず(by明智) 姉貴は、寺でメラメラ燃やされた!
6469,@G2_1988 @Chinese_XU @Kizunaer 有可能，我农村出来的，也经历过类似的事件。尤其是协警或者合同警，不知道现在还有没有这些。其实是一个警察素质有待进一步提高的问题，还好吧，不算冤假错案类。
6470,@sa_10rimm 国内の感染者どんどん増えちゃってるもんね💦
6473,@rityo_math 時間帯的にはあれは理想だった 実際、津波以外の死傷者がかなり少ない
6474,@shisochou 土木測量への応用とか高所恐怖症民からすると土砂崩れとかの現場に泣きそうになりながら入らないで良いので大変歓迎したいものである（・∀・）
6478,@_hiyopiyoko 一生ついていきます！！！！(ストーカー
6491,@taisyo_take 財布や現金もですが中の物って時間や手間かかりますからね(T ^ T) 自分は盗まれてから手間かかるやつわけてます、が洗濯やらで家に忘れて大惨事よくありますw
6492,@chihirock_pr 黒髪ストーカーのヤンホモと金髪碧眼〜！！(女装男子〜〜〜〜！！)(好意に無自覚〜！)女装男子シンプルに刺さってしまいました……🥺💖
6493,@coffee88rock でも実際は殴れません…殴るくらいならほっぺフニフニします←
6496,@bagleyoda 私も今、既に新型コロナ関連で出た緊急事態宣言が、そのまま鳥インフルエンザにも出来るかどうか調べているんですが、ワード絞り込んでも出て来ないんですよね(・・;) 私の調べ方が悪いのかも知れませんが。
6498,@sy_ys_sys なんだその阿鼻叫喚。。。
6499,@ginzip 車を1台大破させました。 運良く無傷ですみました(けいじどう)
6505,@nonosky12 ひ…墜落事故率が増えます そう言えばなんですけど、昨日はるさんましろさん辺りを誘った結果原罪行き人数が9人になってしまって…w 救い忘れを救うために原罪2周する組と1周組に分けたいのですが、ののさんとご友人さんどうします？
6509,@20000617Misuty @takashinagao 王族だろうが政治家だろうが、権力者であるという点では一緒です。日本の場合、世襲政治家も多いですしw。 フランスは良く知りませんが、ドイツは緊急事態においても、連邦政府に緊急命令制定権を与えていなかったと思います。なお、合衆国憲法には緊急事態条項はありません。
6515,@kusanagi_t アルさん、おはようです(*´ω｀*)  大破しないようにファイト( *˙ω˙*)و ｸﾞｯ!
6519,@agohigehime69 いずれにしても両方怖い、面倒だよね。  インフルエンザっていう恒例の勢力の他に、人からも感染する新勢力のコロナも戦線に加わるわけだ。 インフルと同様に手洗い・うがいで、一定の防衛線が張れるならいいけどさ。  なんにしても、敵が増えることは厄介で、ビビるビビらないじゃなく備えは大事よ。
6526,@jjn_f 補助のイースチナかアンジェリーナいれば結構楽にいけるで。足遅くさせて殴る。オーキッドでも育ってればいけるかも。
6535,青葉の京アニ放火事件のせいでガソリン購入に身元確認必須へｗｗｗｗ :  @mobutaro https://t.co/prs9ovjlHX
6550,@edgeofstreet918 @automnesuki ADEの可能性さえなくなれば感染者数に関しても、感染者数とせず、重症化数にしたらいいのにと思う程度です。 突然の横にも関わらずご丁寧&amp;親切にお答え頂き感謝します。 本当にありがとうございました。
6551,@Irisyuuki あれ行ってきて。炎上してるクレープ屋さん。
6552,@k06ee1242000 基本、この画像(一枚目  低評価入れてる奴の名前が毎回同じであった時の心境(二枚目以降  実際、毎度毎度同じ名前見たらスンゲェ不愉快になれる低評価爆撃( https://t.co/GJxDXUG8em
6555,@k0513135 消防隊の服を着た30後半のハゲが旨そうに汁物を飲んでます(泣)
6557,@shoetsusato 正しくは『人質になれないから武漢には行きません』 ですよね？ｗ
6561,@gyokaiscoop ありがとうございます。 水戸児童相談所は拳銃事件がありましたね。あそこまでモメるのはきちんと対応しなかったからだと私は思いました。 私が一時保護された当時土浦児相にいた超問題職員小◯◯道さんは今、水戸児相にいます。
6564,イナズマイレブンSD 新S白竜で無双‼ホワイトハリケーン 最速攻略イナイレsd https://t.co/FgHmGDEE4O @YouTubeより https://t.co/nhBGbkbwGP
6566,@TaTTsunPS4 警戒持ってないことを祈るしかないですねｗ
6571,@Tetikarinnano いやもう崩壊寸前でしょ？ww
6577,@toukaiteigo 子供の頃に新聞で読んだエチオピア飢饉に心を動かされなけなしの貯金箱を崩して募金した者から言わせていただきますが・・  ふ　ざ　け　ん　な　ゴ　ル　ァ　！　！
6584,@civic_rights 野党崩落のカウントダウン  お互いを 批判するのでは無く それぞれの 政党を 大事にする事での共闘を 願ってましたが…  党首である 山本ｻﾝが 立憲 支持者を傷付け続けた事が この先 どんな影響を与え続けるか野党支持者皆で 見届けるベキ  何故 先ずは 安倍政権を 倒してから…になら無い のか💧💧
